Entry	Length	Annotation	Mass
Q54KV8	350	1.0	40425
Q54KV9	366	1.0	42258
Q54KW0	388	1.0	43298
Q54KW1	130	1.0	13946
Q54KW2	378	1.0	42293
Q54KW3	159	1.0	17999
Q54KW5	1836	1.0	210530
Q54KW6	766	1.0	89867
Q54KW7	840	1.0	100067
Q54KX6	258	1.0	30029
Q54KX7	94	1.0	10534
Q54KX8	82	1.0	8615
Q54KY0	360	1.0	40039
Q54KY2	608	1.0	71056
Q54KY3	532	1.0	63271
Q54KY5	325	1.0	36559
Q54KY6	441	1.0	50930
Q54KY7	1004	1.0	114582
Q54KY9	285	1.0	32870
Q54KZ2	327	1.0	37146
Q54KZ3	169	1.0	20433
Q54KZ9	417	1.0	45403
Q54L03	519	1.0	59560
Q54L04	611	1.0	69320
Q54L05	459	1.0	51745
Q54L06	133	1.0	15103
Q54L07	1024	1.0	116388
Q54L10	500	1.0	54319
Q54L11	1680	1.0	192480
Q54L12	569	1.0	65874
Q54L13	627	1.0	69563
Q54L14	380	1.0	43475
Q54L15	82	1.0	8600
Q54L16	374	1.0	43033
Q54L17	322	1.0	36756
Q54L18	570	1.0	61377
Q54L19	318	1.0	33984
Q54L20	1110	1.0	125297
Q54L22	94	1.0	10779
Q54L23	1673	1.0	190995
Q54L24	371	1.0	42699
Q54L25	51	1.0	5835
Q54L27	277	1.0	31569
Q54L28	41	1.0	4660
Q54L29	99	1.0	11424
Q54L30	534	1.0	62276
Q54L32	690	1.0	78670
Q54L36	329	1.0	37043
Q54L37	400	1.0	44668
Q54L39	534	1.0	58523
Q54L42	643	1.0	74443
Q54L43	78	1.0	7995
Q54L44	979	1.0	116254
Q54L47	500	1.0	54997
Q54L50	726	1.0	80769
Q54L51	1042	1.0	121656
Q54L57	123	1.0	13850
Q54L58	587	1.0	58675
Q54L59	190	1.0	22305
Q54L61	186	1.0	21913
Q54L62	1574	1.0	179447
Q54L64	358	1.0	40788
Q54L65	190	1.0	22277
Q54L66	421	1.0	48327
Q54L67	1407	1.0	159859
Q54L68	56	1.0	6122
Q54L69	40	1.0	4807
Q54L70	431	1.0	48968
Q54L71	129	1.0	14633
Q54L73	237	1.0	27068
Q54L76	294	1.0	33033
Q54L77	289	1.0	32344
Q54L78	845	1.0	98546
Q54L79	294	1.0	32957
Q54L84	533	1.0	62825
Q54L86	107	1.0	11450
Q54L87	193	1.0	21643
Q54L88	63	1.0	7458
Q54L89	57	1.0	6525
Q54L91	91	1.0	10595
Q54L92	108	1.0	12905
Q54L94	84	1.0	9593
Q54L97	304	1.0	34578
Q54L99	408	1.0	42443
Q54LA2	42	1.0	5272
Q54LA3	179	1.0	20894
Q54LA6	482	1.0	53855
Q54LA7	695	1.0	81100
Q54LA9	419	1.0	44023
Q54LB0	196	1.0	23126
Q54LB1	542	1.0	62814
Q54LB2	694	1.0	77649
Q54LB4	180	1.0	20657
Q54LB5	261	1.0	29323
Q54LC4	230	1.0	26800
Q54LC5	411	1.0	48712
Q54LC6	376	1.0	44340
Q54LD1	1043	1.0	116581
Q54LD2	248	1.0	27055
Q54LD4	244	1.0	28309
Q54LD7	64	1.0	6615
Q54LD8	64	1.0	6682
Q54LD9	43	1.0	4786
Q54LE0	64	1.0	7061
Q54LE1	67	1.0	6865
Q54LE2	205	1.0	23972
Q54LE4	85	1.0	9968
Q54LE7	81	1.0	9663
Q54LE8	73	1.0	7870
Q54LF2	88	1.0	8744
Q54LF3	108	1.0	11845
Q54LF7	494	1.0	57408
Q54LF8	122	1.0	13924
Q54LF9	100	1.0	11353
Q54LG0	1390	1.0	162593
Q54LG1	184	1.0	20114
Q54LG2	157	1.0	16673
Q54LG3	334	1.0	35159
Q54LG9	347	1.0	39893
Q54LH2	519	1.0	58595
Q54LH4	65	1.0	7900
Q54LH7	103	1.0	12264
Q54LH9	457	1.0	50920
Q54LI0	688	1.0	81813
Q54LI1	521	1.0	58213
Q54LI3	918	1.0	104790
Q54LI6	93	1.0	10657
Q54LI8	461	1.0	50590
Q54LI9	496	1.0	52504
Q54LJ1	150	1.0	17214
Q54LJ2	60	1.0	6881
Q54LK2	215	1.0	24754
Q54LK3	691	1.0	81348
Q54LK5	174	1.0	20292
Q54LK6	595	1.0	67710
Q54LK7	474	1.0	54287
Q54LK8	789	1.0	89138
Q54LK9	191	1.0	21560
Q54LL0	274	1.0	31184
Q54LL1	411	1.0	46889
Q54LL2	207	1.0	23557
Q54LL3	147	1.0	16648
Q54LL4	156	1.0	18283
Q54LL5	200	1.0	23398
Q54LL6	212	1.0	24193
Q54LL7	722	1.0	82427
Q54LL9	633	1.0	74240
Q54LM0	160	1.0	17734
Q54LM1	290	1.0	32647
Q54LM3	94	1.0	11149
Q54LM4	114	1.0	13972
Q54LM6	131	1.0	14912
Q54LM7	464	1.0	52853
Q54LM8	704	1.0	82338
Q54LM9	164	1.0	17448
Q54LN1	363	1.0	38152
Q54LN3	1361	1.0	153471
Q54LN6	438	1.0	52128
Q54LN7	85	1.0	9449
Q54LN8	186	1.0	21207
Q54LP1	627	1.0	72031
Q54LP5	1019	1.0	116832
Q54LP6	560	1.0	63240
Q54LP9	632	1.0	71835
Q54LQ0	467	1.0	53630
Q54LQ2	518	1.0	59283
Q54LQ3	119	1.0	14136
Q54LQ5	730	1.0	85491
Q54LQ7	449	1.0	51506
Q54LQ9	51	1.0	5807
Q54LR1	693	1.0	81498
Q54LR3	521	1.0	58397
Q54LR4	279	1.0	32056
Q54LR7	224	1.0	24908
Q54LR8	582	1.0	64651
Q54LR9	1167	1.0	133582
Q54LS0	54	1.0	6126
Q54LS1	51	1.0	5800
Q54LS3	70	1.0	8082
Q54LS7	242	1.0	27079
Q54LS8	80	1.0	8731
Q54LS9	472	1.0	52699
Q54LT4	506	1.0	58050
Q54LT5	76	1.0	8824
Q54LT6	422	1.0	50506
Q54LU1	383	1.0	43801
Q54LU2	255	1.0	28709
Q54LU3	302	1.0	34364
Q54LU4	1214	1.0	137048
Q54LU6	311	1.0	35483
Q54LU7	70	1.0	8286
Q54LU9	321	1.0	37690
Q54LV4	426	1.0	49720
Q54LV6	280	1.0	32081
Q54LV7	415	1.0	49161
Q54LV9	506	1.0	58341
Q54LW1	235	1.0	27253
Q54LW2	497	1.0	56511
Q54LW3	374	1.0	41331
Q54LW4	718	1.0	79486
Q54LW6	105	1.0	11615
Q54LW8	1649	1.0	185267
Q54LW9	336	1.0	37842
Q54LX1	824	1.0	96724
Q54LX2	495	1.0	58248
Q54LX3	954	1.0	113637
Q54LX4	410	1.0	45795
Q54LX7	1413	1.0	159505
Q54LX9	675	1.0	77150
Q54LY0	247	1.0	28379
Q54LY2	341	1.0	37705
Q54LY3	231	1.0	26323
Q54LY4	338	1.0	37197
Q54LY8	451	1.0	49837
Q54LY9	117	1.0	13697
Q54LZ1	969	1.0	113321
Q54LZ2	42	1.0	4949
Q54LZ4	215	1.0	24292
Q54LZ7	430	1.0	49057
Q54LZ8	76	1.0	8246
Q54LZ9	307	1.0	36532
Q54M01	436	1.0	51418
Q54M02	1671	1.0	196087
Q54M03	324	1.0	37733
Q54M05	62	1.0	7312
Q54M08	51	1.0	5733
Q54M11	630	1.0	72641
Q54M12	1091	1.0	121637
Q54M13	212	1.0	24437
Q54M14	215	1.0	24224
Q54M15	591	1.0	69782
Q54M16	421	1.0	48593
Q54M17	178	1.0	20631
Q54M19	79	1.0	9365
Q54M23	621	1.0	70782
Q54M24	374	1.0	44250
Q54M26	445	1.0	52456
Q54M27	1003	1.0	116848
Q54M28	397	1.0	45098
Q54M30	756	1.0	86074
Q54M34	88	1.0	10465
Q54M37	442	1.0	51158
Q54M38	130	1.0	15013
Q54M39	767	1.0	84295
Q54M41	922	1.0	101261
Q54M44	135	1.0	15218
Q54M45	197	1.0	23349
Q54M49	754	1.0	84925
Q54M50	439	1.0	50864
Q54M51	252	1.0	29168
Q54M52	560	1.0	63007
Q54M53	117	1.0	13460
Q54M54	341	1.0	39296
Q54M55	281	1.0	32477
Q54M57	518	1.0	58236
Q54M59	57	1.0	5738
Q54M62	652	1.0	74372
Q54M66	352	1.0	41516
Q54M67	1288	1.0	149189
Q54M68	922	1.0	106027
Q54M69	351	1.0	38458
Q54M72	375	1.0	42787
Q54M73	344	1.0	39312
Q54M74	391	1.0	43773
Q54M78	224	1.0	26741
Q54M79	1009	1.0	114450
Q54M80	484	1.0	57608
Q54M81	475	1.0	53282
Q54M87	412	1.0	47175
Q54M88	331	1.0	37945
Q54M93	739	1.0	83352
Q54M95	158	1.0	16599
Q54M96	1271	1.0	140030
Q54M97	1342	1.0	156646
Q54M98	200	1.0	22911
Q54M99	370	1.0	41245
Q54MA0	62	1.0	6698
Q54MA1	395	1.0	45710
Q54MA2	161	1.0	18770
Q54MA3	153	1.0	17638
Q54MA4	517	1.0	59445
Q54MA5	76	1.0	8657
Q54MA7	545	1.0	61231
Q54MA8	112	1.0	13347
Q54MB0	1190	1.0	135563
Q54MB2	312	1.0	36494
Q54MB7	247	1.0	27047
Q54MC1	65	1.0	7334
Q54MC2	741	1.0	83663
Q54MC3	628	1.0	72066
Q54MC4	443	1.0	51828
Q54MC5	360	1.0	40754
Q54MC8	204	1.0	22477
Q54MC9	211	1.0	23433
Q54MD2	312	1.0	35838
Q54MD3	114	1.0	13703
Q54MD5	550	1.0	62251
Q54MD6	159	1.0	18326
Q54MD9	87	1.0	9816
Q54ME4	60	1.0	6933
Q54ME5	126	1.0	14631
Q54ME6	287	1.0	32414
Q54ME8	187	1.0	21012
Q54MF0	1070	1.0	117980
Q54MF2	121	1.0	13991
Q54MF4	185	1.0	22562
Q54MF5	93	1.0	9816
Q54MF6	316	1.0	36704
Q54MF7	1234	1.0	139150
Q54MF9	311	1.0	36347
Q54MG0	224	1.0	22060
Q54MG1	831	1.0	94215
Q54MG2	157	1.0	17602
Q54MG3	119	1.0	13709
Q54MG9	250	1.0	29183
Q54MH5	154	1.0	18001
Q54MH7	906	1.0	103450
Q54MI0	81	1.0	9490
Q54MI1	770	1.0	88811
Q54MI2	296	1.0	34353
Q54MI4	795	1.0	79954
Q54MI6	274	1.0	31752
Q54MI7	205	1.0	22921
Q54MJ0	1174	1.0	136936
Q54MJ1	1061	1.0	128820
Q54MJ2	181	1.0	21477
Q54MJ3	537	1.0	61250
Q54MJ4	280	1.0	32198
Q54MJ5	263	1.0	29877
Q54MJ8	566	1.0	63821
Q54MK1	366	1.0	41205
Q54MK3	259	1.0	29496
Q54MK4	274	1.0	31798
Q54MK6	201	1.0	23007
Q54MK7	172	1.0	18966
Q54ML0	537	1.0	62399
Q54ML2	41	1.0	4317
Q54ML5	183	1.0	21766
Q54ML7	512	1.0	56950
Q54ML8	432	1.0	47328
Q54ML9	62	1.0	6966
Q54MM0	892	1.0	101783
Q54MM1	69	1.0	7625
Q54MM2	366	1.0	42550
Q54MN0	359	1.0	40665
Q54MN1	180	1.0	20210
Q54MN2	173	1.0	20642
Q54MN3	317	1.0	36943
Q54MN4	333	1.0	38169
Q54MN5	155	1.0	17669
Q54MN8	176	1.0	19596
Q54MN9	440	1.0	51153
Q54MP2	637	1.0	73539
Q54MP3	219	1.0	25635
Q54MP6	81	1.0	9375
Q54MP7	869	1.0	99929
Q54MQ1	488	1.0	56671
Q54MQ2	650	1.0	76064
Q54MQ3	299	1.0	33857
Q54MQ8	767	1.0	90560
Q54MQ9	70	1.0	8359
Q54MR2	290	1.0	34221
Q54MR7	870	1.0	103479
Q54MR8	1088	1.0	127346
Q54MS0	869	1.0	102675
Q54MS1	612	1.0	67336
Q54MS2	462	1.0	48828
Q54MS3	523	1.0	60125
Q54MS4	911	1.0	109139
Q54MS5	324	1.0	37657
Q54MS8	346	1.0	39633
Q54MS9	383	1.0	43066
Q54MT1	235	1.0	26957
Q54MT3	1379	1.0	154656
Q54MT4	257	1.0	29227
Q54MT5	84	1.0	9694
Q54MT6	184	1.0	21038
Q54MT7	1251	1.0	141313
Q54MT8	1197	1.0	135055
Q54MT9	1240	1.0	140222
Q54MU0	1151	1.0	129577
Q54MU1	43	1.0	4913
Q54MU2	209	1.0	23689
Q54MU3	419	1.0	47894
Q54MU5	534	1.0	61325
Q54MU6	60	1.0	6902
Q54MU8	398	1.0	43690
Q54MV0	318	1.0	36465
Q54MV1	68	1.0	8508
Q54MV5	1163	1.0	130271
Q54MV9	155	1.0	17303
Q54MW0	57	1.0	5873
Q54MW1	610	1.0	69590
Q54MW2	256	1.0	29493
Q54MW4	259	1.0	29710
Q54MW7	585	1.0	65276
Q54MW8	266	1.0	29857
Q54MW9	473	1.0	52535
Q54MX0	56	1.0	6020
Q54MX1	49	1.0	5764
Q54MX2	616	1.0	68842
Q54MX3	266	1.0	29751
Q54MX4	470	1.0	52566
Q54MX5	554	1.0	61679
Q54MX6	247	1.0	26764
Q54MX7	476	1.0	52271
Q54MX8	255	1.0	28420
Q54MX9	624	1.0	69456
Q54MY0	445	1.0	51039
Q54MY1	474	1.0	52288
Q54MY2	388	1.0	44201
Q54MY3	677	1.0	76112
Q54MY4	361	1.0	42009
Q54MY5	453	1.0	52198
Q54MY7	781	1.0	87704
Q54MZ2	55	1.0	6523
Q54MZ6	190	1.0	22357
Q54MZ7	314	1.0	35500
Q54N01	389	1.0	43151
Q54N02	932	1.0	99557
Q54N03	93	1.0	10969
Q54N04	41	1.0	4366
Q54N05	1214	1.0	140844
Q54N07	424	1.0	48908
Q54N12	72	1.0	7775
Q54N13	73	1.0	7946
Q54N14	380	1.0	40195
Q54N15	324	1.0	36189
Q54N18	1236	1.0	143356
Q54N19	279	1.0	32381
Q54N21	565	1.0	63115
Q54N23	59	1.0	6036
Q54N24	57	1.0	5891
Q54N25	762	1.0	91149
Q54N26	258	1.0	30292
Q54N28	718	1.0	84791
Q54N29	468	1.0	54794
Q54N34	497	1.0	57485
Q54N35	303	1.0	34425
Q54N39	207	1.0	23743
Q54N42	288	1.0	33319
Q54N43	178	1.0	20901
Q54N46	560	1.0	62388
Q54N51	322	1.0	36554
Q54N52	1677	1.0	195313
Q54N53	174	1.0	21236
Q54N54	495	1.0	58406
Q54N56	268	1.0	29835
Q54N58	734	1.0	81895
Q54N59	689	1.0	79134
Q54N60	1520	1.0	172191
Q54N61	494	1.0	58594
Q54N62	2847	1.0	320011
Q54N63	523	1.0	58159
Q54N64	507	1.0	53215
Q54N65	93	1.0	10956
Q54N67	169	1.0	19535
Q54N68	108	1.0	13026
Q54N69	777	1.0	88994
Q54N70	73	1.0	8227
Q54N71	482	1.0	53349
Q54N75	261	1.0	30069
Q54N78	332	1.0	37498
Q54N79	86	1.0	9839
Q54N85	305	1.0	35350
Q54N87	72	1.0	7715
Q54N90	806	1.0	92515
Q54N91	322	1.0	37320
Q54N93	721	1.0	85400
Q54N94	303	1.0	36330
Q54N95	45	1.0	5574
Q54N96	47	1.0	5381
Q54N98	104	1.0	12271
Q54N99	156	1.0	17343
Q54NA1	269	1.0	31616
Q54NA4	1438	1.0	164673
Q54NA5	1192	1.0	139348
Q54NA7	846	1.0	97590
Q54NA8	106	1.0	13027
Q54NA9	923	1.0	105152
Q54NB0	63	1.0	7273
Q54NB3	348	1.0	39250
Q54NB4	327	1.0	35611
Q54NB5	209	1.0	23078
Q54NB7	196	1.0	22638
Q54NB8	1035	1.0	114668
Q54NB9	920	1.0	101564
Q54NC2	478	1.0	55599
Q54NC9	196	1.0	22180
Q54ND0	75	1.0	8473
Q54ND3	161	1.0	19001
Q54ND4	527	1.0	59557
Q54ND6	371	1.0	42706
Q54ND7	588	1.0	67767
Q54ND9	378	1.0	45807
Q54NE0	498	1.0	52933
Q54NE2	650	1.0	76132
Q54NE3	135	1.0	15330
Q54NE4	453	1.0	53866
Q54NE7	949	1.0	112274
Q54NE8	352	1.0	40528
Q54NE9	708	1.0	81473
Q54NF0	544	1.0	58266
Q54NF3	412	1.0	47410
Q54NF4	282	1.0	30809
Q54NF6	440	1.0	49767
Q54NF7	617	1.0	67171
Q54NF9	257	1.0	30088
Q54NG0	550	1.0	63267
Q54NG1	127	1.0	14286
Q54NG4	157	1.0	17344
Q54NH0	139	1.0	15451
Q54NH2	421	1.0	48087
Q54NH3	683	1.0	75983
Q54NH4	627	1.0	71634
Q54NH5	379	1.0	43561
Q54NH6	144	1.0	17028
Q54NH7	227	1.0	26836
Q54NH8	215	1.0	24766
Q54NI0	566	1.0	64965
Q54NI9	276	1.0	29651
Q54NJ0	234	1.0	26230
Q54NJ1	63	1.0	7213
Q54NJ3	508	1.0	55986
Q54NJ5	630	1.0	73174
Q54NJ9	794	1.0	90586
Q54NK0	594	1.0	66477
Q54NK1	153	1.0	16846
Q54NK2	46	1.0	4920
Q54NK3	330	1.0	37573
Q54NK4	1177	1.0	133088
Q54NK6	137	1.0	16153
Q54NK7	305	1.0	35777
Q54NK9	269	1.0	30602
Q54NL2	64	1.0	7282
Q54NL3	473	1.0	53473
Q54NL5	913	1.0	108237
Q54NL6	101	1.0	11799
Q54NL7	69	1.0	7931
Q54NL8	939	1.0	110942
Q54NL9	165	1.0	18906
Q54NM1	324	1.0	35188
Q54NM2	434	1.0	47487
Q54NM3	451	1.0	52186
Q54NM7	219	1.0	24099
Q54NN0	104	1.0	12157
Q54NN2	263	1.0	29873
Q54NN3	801	1.0	94898
Q54NN5	366	1.0	41939
Q54NN6	540	1.0	62448
Q54NN7	739	1.0	85712
Q54NN8	98	1.0	11621
Q54NP0	521	1.0	56843
Q54NP2	212	1.0	25165
Q54NP3	322	1.0	37804
Q54NP4	198	1.0	23304
Q54NP5	585	1.0	65099
Q54NP7	324	1.0	37338
Q54NP9	163	1.0	18589
Q54NQ1	271	1.0	31534
Q54NQ3	372	1.0	44369
Q54NQ4	71	1.0	8657
Q54NQ5	996	1.0	117489
Q54NQ6	108	1.0	12948
Q54NQ7	261	1.0	28451
Q54NQ8	795	1.0	90645
Q54NR0	290	1.0	33348
Q54NR1	289	1.0	33013
Q54NR2	305	1.0	35006
Q54NR4	734	1.0	86599
Q54NR5	1161	1.0	134093
Q54NR6	159	1.0	19001
Q54NR7	190	1.0	22394
Q54NR8	310	1.0	36113
Q54NR9	355	1.0	40725
Q54NS0	1020	1.0	117320
Q54NS2	1471	1.0	161717
Q54NS3	263	1.0	29748
Q54NS5	200	1.0	22516
Q54NT0	584	1.0	66252
Q54NT1	277	1.0	31690
Q54NT3	290	1.0	34183
Q54NT4	42	1.0	5044
Q54NT5	1093	1.0	126393
Q54NT6	329	1.0	39222
Q54NT8	71	1.0	8026
Q54NU1	726	1.0	81183
Q54NU6	496	1.0	57883
Q54NU7	255	1.0	27586
Q54NV2	342	1.0	40210
Q54NV3	529	1.0	59894
Q54NV4	587	1.0	67068
Q54NV7	848	1.0	100807
Q54NV8	283	1.0	34557
Q54NV9	424	1.0	46445
Q54NW1	199	1.0	22350
Q54NW2	367	1.0	43619
Q54NW8	43	1.0	5013
Q54NX1	693	1.0	77338
Q54NX3	131	1.0	15110
Q54NX4	172	1.0	19508
Q54NX5	341	1.0	37861
Q54NX6	355	1.0	37969
Q54NX7	1183	1.0	141099
Q54NX8	57	1.0	5988
Q54NX9	82	1.0	9514
Q54NY0	59	1.0	6144
Q54NY1	59	1.0	6160
Q54NY4	504	1.0	55574
Q54NY5	329	1.0	37640
Q54NY6	510	1.0	56855
Q54NY8	1468	1.0	165686
Q54NY9	1931	1.0	217002
Q54NZ1	290	1.0	33370
Q54NZ3	95	1.0	10637
Q54NZ6	206	1.0	23552
Q54NZ8	206	1.0	23568
Q54NZ9	945	1.0	111703
Q54P01	760	1.0	83707
Q54P03	359	1.0	40435
Q54P05	404	1.0	46441
Q54P06	414	1.0	47715
Q54P08	370	1.0	42991
Q54P10	500	1.0	58135
Q54P12	203	1.0	22906
Q54P14	200	1.0	23268
Q54P15	1379	1.0	154477
Q54P17	1061	1.0	120752
Q54P18	95	1.0	10949
Q54P19	104	1.0	11622
Q54P20	111	1.0	12622
Q54P21	140	1.0	16460
Q54P25	60	1.0	6806
Q54P28	327	1.0	34085
Q54P29	4164	1.0	469472
Q54P30	1640	1.0	185901
Q54P31	74	1.0	8193
Q54P35	300	1.0	35421
Q54P36	242	1.0	27826
Q54P38	85	1.0	9814
Q54P39	293	1.0	32033
Q54P42	258	1.0	27599
Q54P45	61	1.0	7432
Q54P48	102	1.0	11709
Q54P50	122	1.0	13878
Q54P52	577	1.0	66074
Q54P53	86	1.0	10980
Q54P54	531	1.0	60522
Q54P55	603	1.0	70793
Q54P56	120	1.0	13933
Q54P57	559	1.0	65642
Q54P61	526	1.0	60055
Q54P65	757	1.0	88102
Q54P66	204	1.0	22885
Q54P67	394	1.0	42682
Q54P73	386	1.0	44585
Q54P74	1259	1.0	142885
Q54P80	1395	1.0	156087
Q54P81	741	1.0	84142
Q54P82	303	1.0	33674
Q54P84	445	1.0	51643
Q54P88	434	1.0	50416
Q54P94	450	1.0	51616
Q54P96	288	1.0	31646
Q54P97	1679	1.0	194553
Q54P99	605	1.0	70074
Q54PA1	882	1.0	98647
Q54PA2	244	1.0	26280
Q54PA3	406	1.0	47715
Q54PA6	314	1.0	35576
Q54PA7	59	1.0	6866
Q54PB0	219	1.0	24572
Q54PB1	56	1.0	6422
Q54PB3	807	1.0	90344
Q54PB5	737	1.0	82922
Q54PB6	766	1.0	85592
Q54PB8	103	1.0	11916
Q54PB9	50	1.0	5441
Q54PC0	184	1.0	20339
Q54PC1	87	1.0	9555
Q54PC3	700	1.0	79896
Q54PC5	236	1.0	26652
Q54PC6	385	1.0	43014
Q54PC8	104	1.0	12140
Q54PC9	450	1.0	51765
Q54PD0	550	1.0	63465
Q54PD1	71	1.0	8214
Q54PD2	715	1.0	82874
Q54PD3	112	1.0	13073
Q54PD4	112	1.0	13029
Q54PD6	888	1.0	99797
Q54PD7	72	1.0	7908
Q54PD8	757	1.0	84873
Q54PE1	253	1.0	26900
Q54PE3	1431	1.0	163815
Q54PE4	102	1.0	11817
Q54PE5	73	1.0	8848
Q54PE6	109	1.0	12705
Q54PE7	196	1.0	23054
Q54PF2	542	1.0	60630
Q54PF4	64	1.0	8298
Q54PF5	64	1.0	8272
Q54PF6	1222	1.0	136417
Q54PF7	411	1.0	47987
Q54PG0	330	1.0	39278
Q54PG2	579	1.0	65648
Q54PG6	792	1.0	92895
Q54PG7	764	1.0	82932
Q54PG9	998	1.0	114864
Q54PH2	1595	1.0	177570
Q54PH3	301	1.0	35145
Q54PH6	982	1.0	109479
Q54PI0	426	1.0	48034
Q54PI1	203	1.0	23728
Q54PI2	494	1.0	56152
Q54PI3	495	1.0	56385
Q54PI7	260	1.0	28852
Q54PI8	256	1.0	30379
Q54PJ3	501	1.0	57335
Q54PJ4	1458	1.0	167732
Q54PJ5	265	1.0	30303
Q54PJ6	102	1.0	11103
Q54PK2	1170	1.0	129299
Q54PK5	204	1.0	23543
Q54PK7	402	1.0	43783
Q54PL0	528	1.0	61529
Q54PL1	281	1.0	30062
Q54PL4	214	1.0	24425
Q54PL5	258	1.0	26667
Q54PL6	259	1.0	27042
Q54PL7	1045	1.0	122155
Q54PL8	2504	1.0	289312
Q54PL9	72	1.0	7956
Q54PM1	623	1.0	69111
Q54PM2	834	1.0	94893
Q54PM3	685	1.0	78961
Q54PM4	328	1.0	38169
Q54PM6	1224	1.0	136421
Q54PM8	249	1.0	26875
Q54PM9	287	1.0	32116
Q54PN0	444	1.0	51895
Q54PN1	79	1.0	9565
Q54PN4	367	1.0	42992
Q54PN8	160	1.0	18633
Q54PP3	251	1.0	28441
Q54PP4	110	1.0	12351
Q54PP5	292	1.0	32952
Q54PP6	572	1.0	63128
Q54PP8	126	1.0	14851
Q54PQ7	1089	1.0	123545
Q54PR0	639	1.0	74812
Q54PR1	352	1.0	39946
Q54PR2	351	1.0	40128
Q54PR3	362	1.0	41485
Q54PR4	274	1.0	30984
Q54PR8	226	1.0	25142
Q54PS0	1042	1.0	116343
Q54PS3	340	1.0	37571
Q54PS4	691	1.0	80353
Q54PS5	105	1.0	12593
Q54PS6	225	1.0	26752
Q54PT0	244	1.0	27492
Q54PT1	568	1.0	65726
Q54PT4	367	1.0	42739
Q54PT5	287	1.0	33759
Q54PT7	293	1.0	32599
Q54PU3	721	1.0	84395
Q54PU4	151	1.0	16887
Q54PU5	83	1.0	9838
Q54PU6	61	1.0	6656
Q54PU7	995	1.0	113757
Q54PU8	1068	1.0	127007
Q54PU9	289	1.0	32349
Q54PV4	482	1.0	55045
Q54PV5	304	1.0	34070
Q54PV6	119	1.0	12756
Q54PW1	140	1.0	16148
Q54PW6	957	1.0	104702
Q54PW8	892	1.0	100389
Q54PX3	365	1.0	42697
Q54PX4	1493	1.0	169880
Q54PX5	128	1.0	13167
Q54PY0	309	1.0	34108
Q54PY2	431	1.0	49358
Q54PY3	61	1.0	6928
Q54PY4	78	1.0	8764
Q54PY5	73	1.0	8809
Q54PY8	546	1.0	62137
Q54PY9	299	1.0	34956
Q54Q00	291	1.0	32218
Q54Q01	285	1.0	31550
Q54Q02	60	1.0	6831
Q54Q08	854	1.0	96068
Q54Q09	322	1.0	36542
Q54Q10	734	1.0	84466
Q54Q11	347	1.0	40108
Q54Q12	530	1.0	62401
Q54Q13	1056	1.0	116726
Q54Q15	261	1.0	30772
Q54Q17	631	1.0	74146
Q54Q21	1050	1.0	117030
Q54Q22	662	1.0	77031
Q54Q24	462	1.0	52407
Q54Q25	409	1.0	46835
Q54Q26	94	1.0	11172
Q54Q27	194	1.0	22396
Q54Q28	229	1.0	25118
Q54Q29	206	1.0	22817
Q54Q32	140	1.0	16223
Q54Q33	61	1.0	6830
Q54Q34	977	1.0	107913
Q54Q35	124	1.0	13696
Q54Q36	124	1.0	13696
Q54Q37	63	1.0	6224
Q54Q38	103	1.0	11213
Q54Q42	86	1.0	10444
Q54Q43	1141	1.0	123355
Q54Q44	519	1.0	60516
Q54Q45	726	1.0	82914
Q54Q46	244	1.0	28124
Q54Q47	491	1.0	55889
Q54Q50	265	1.0	30849
Q54Q52	240	1.0	26379
Q54Q54	1121	1.0	131821
Q54Q55	365	1.0	41473
Q54Q56	332	1.0	37869
Q54Q57	599	1.0	67052
Q54Q59	75	1.0	8581
Q54Q60	303	1.0	34252
Q54Q61	297	1.0	34098
Q54Q67	438	1.0	48098
Q54Q70	880	1.0	99237
Q54Q73	426	1.0	49329
Q54Q74	360	1.0	40562
Q54Q76	127	1.0	14973
Q54Q78	274	1.0	32500
Q54Q79	281	1.0	33303
Q54Q81	123	1.0	14818
Q54Q82	444	1.0	49828
Q54Q84	508	1.0	56254
Q54Q85	1186	1.0	133771
Q54Q87	281	1.0	33145
Q54Q89	487	1.0	54523
Q54Q93	741	1.0	82014
Q54Q95	760	1.0	85733
Q54QA1	1199	1.0	137967
Q54QA2	873	1.0	101213
Q54QA3	277	1.0	31130
Q54QA4	717	1.0	84140
Q54QA7	352	1.0	41111
Q54QA8	94	1.0	11151
Q54QB0	1652	1.0	191594
Q54QB3	112	1.0	13041
Q54QB6	270	1.0	29648
Q54QB7	278	1.0	31008
Q54QC0	2381	1.0	255741
Q54QC2	465	1.0	53179
Q54QC3	366	1.0	41418
Q54QC4	1025	1.0	119935
Q54QC5	495	1.0	54897
Q54QC6	102	1.0	11987
Q54QC9	313	1.0	35120
Q54QD4	604	1.0	68251
Q54QD6	154	1.0	17741
Q54QD7	1449	1.0	171055
Q54QD8	803	1.0	94323
Q54QE0	985	1.0	110446
Q54QE1	994	1.0	110219
Q54QE2	363	1.0	38796
Q54QE3	897	1.0	99768
Q54QE5	1080	1.0	117897
Q54QE7	233	1.0	25978
Q54QE9	592	1.0	68831
Q54QF3	249	1.0	28804
Q54QF5	935	1.0	110098
Q54QF8	183	1.0	20790
Q54QG1	1079	1.0	121755
Q54QG2	430	1.0	50316
Q54QG3	179	1.0	19713
