# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-T" "8" "-a" "reference/D_discoideum_PASAua.gtf" "-o" "featureCounts_output.txt" "star_map/SRR1593424.bam" "star_map/SRR1593425.bam" "star_map/SRR1593426.bam" "star_map/SRR1593427.bam" "star_map/SRR1593428.bam" "star_map/SRR1593429.bam" "star_map/SRR1593430.bam" "star_map/SRR1593431.bam" "star_map/SRR1593432.bam" "star_map/SRR1593433.bam" "star_map/SRR1593434.bam" "star_map/SRR1593443.bam" "star_map/SRR1593444.bam" "star_map/SRR1593445.bam" "star_map/SRR1593446.bam" "star_map/SRR1593447.bam" "star_map/SRR1593448.bam" "star_map/SRR1593449.bam" "star_map/SRR1593450.bam" "star_map/SRR1593451.bam" "star_map/SRR1593452.bam" "star_map/SRR1593453.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map/SRR1593424.bam	star_map/SRR1593425.bam	star_map/SRR1593426.bam	star_map/SRR1593427.bam	star_map/SRR1593428.bam	star_map/SRR1593429.bam	star_map/SRR1593430.bam	star_map/SRR1593431.bam	star_map/SRR1593432.bam	star_map/SRR1593433.bam	star_map/SRR1593434.bam	star_map/SRR1593443.bam	star_map/SRR1593444.bam	star_map/SRR1593445.bam	star_map/SRR1593446.bam	star_map/SRR1593447.bam	star_map/SRR1593448.bam	star_map/SRR1593449.bam	star_map/SRR1593450.bam	star_map/SRR1593451.bam	star_map/SRR1593452.bam	star_map/SRR1593453.bam
DDB_G0276045	2	6496418	6497525	+	1108	23	15	29	33	31	33	41	55	87	57	58	13	16	31	39	51	57	73	81	44	68	62
DDB_G0276169	2;2;2;2;2	6497749;6498047;6498492;6498975;6499173	6497907;6498359;6498838;6499083;6499339	+;+;+;+;+	1095	182	85	152	146	192	164	238	371	663	389	321	161	145	158	271	202	314	218	381	209	343	273
DDB_G0276251	2	6500338	6504666	+	4329	113	281	158	154	173	156	137	226	331	203	165	101	426	92	166	119	131	58	117	87	114	111
DDB_G0276253	2;2;2;2;2;2	6504888;6505165;6505690;6506105;6506684;6507131	6505060;6505514;6505996;6506530;6506941;6507191	-;-;-;-;-;-	1575	179	159	208	161	132	98	162	155	279	184	208	171	260	218	213	202	199	168	187	102	251	167
DDB_G0276255	2;2	6507776;6509704	6509625;6510379	-;-	2526	232	27	6	53	91	73	109	64	93	32	46	139	26	18	71	70	45	60	68	80	41	32
DDB_G0276043	2;2	6510818;6514879	6514795;6516003	-;-	5103	204	107	276	339	437	155	85	111	270	196	167	61	54	202	179	81	67	89	99	80	147	88
DDB_G0276167	2;2;2;2	6516957;6517203;6517599;6517868	6517034;6517520;6517772;6518404	-;-;-;-	1107	130	29	33	38	41	35	54	44	61	47	38	103	25	34	61	37	19	1	27	37	37	25
DDB_G0276041	2;2;2	6519312;6519993;6520704	6519881;6520616;6521033	+;+;+	1524	18	6	13	7	6	7	18	57	244	206	212	2	1	2	7	5	25	12	77	60	192	71
DDB_G0276039	2;2	6521196;6521611	6521461;6522282	-;-	938	498	122	87	102	143	124	118	113	155	70	72	544	200	124	232	176	196	241	121	190	110	78
DDB_G0276145	2;2	6522877;6523025	6522926;6523652	+;+	678	3	3	0	2	5	2	3	3	3	2	1	7	0	2	5	12	7	10	2	7	2	3
DDB_G0276143	2;2;2;2	6523775;6526909;6527121;6527393	6526814;6527036;6527271;6527403	-;-;-;-	3330	0	0	0	1	0	1	0	0	1	3	5	0	0	0	0	2	0	0	0	1	0	4
DDB_G0276257	2	6527471	6528715	-	1245	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
DDB_G0276259	2;2;2;2;2	6529676;6530102;6530812;6531048;6531265	6529963;6530711;6530851;6531120;6531372	-;-;-;-;-	1119	153	70	95	83	103	62	46	48	121	117	103	144	90	148	139	53	36	24	87	90	136	125
DDB_G0276261	2;2	6532428;6533755	6533609;6534174	-;-	1602	18	233	388	340	257	170	98	45	54	41	53	9	124	217	250	75	22	5	29	18	75	51
DDB_G0276263	2	6536235	6538520	+	2286	50	79	135	118	150	108	74	44	58	31	45	41	24	71	101	61	74	23	24	22	45	24
DDB_G0276037	2	6539104	6540179	+	1076	21	4	3	1	5	2	2	4	1	1	0	2	0	0	0	2	0	0	0	1	0	2
DDB_G0276165	2;2	6540332;6540652	6540580;6540808	-;-	406	8	0	27	3	0	3	7	17	13	89	14	2	0	14	5	7	20	1	55	0	5	49
DDB_G0276035	2;2;2;2;2;2	6541227;6543479;6544331;6544727;6545127;6545515	6543410;6544171;6544630;6545035;6545402;6545899	-;-;-;-;-;-	4147	48	6	163	144	156	84	15	52	120	115	46	14	14	290	224	90	20	23	63	47	113	42
DDB_G0276141	2;2;2	6547909;6548167;6548596	6547958;6548505;6549386	+;+;+	1180	7275	4541	5604	5410	5115	3759	7017	16913	39160	40761	24975	7376	8833	7979	9726	9030	11820	6389	26965	12748	24003	13738
DDB_G0276033	2;2	6550239;6550529	6550414;6550819	+;+	467	1193	509	653	655	748	525	863	906	931	569	474	1809	1977	1274	1404	1345	1510	1121	1033	816	798	954
DDB_G0276297	2	6556293	6557376	+	1084	6	6	21	12	4	7	23	23	107	218	79	4	2	14	14	23	35	10	27	12	39	72
DDB_G0276295	2	6558082	6558769	+	688	8	4	6	3	4	1	9	8	17	11	7	5	7	9	11	2	8	3	3	2	13	12
DDB_G0276293	2	6559102	6560620	-	1519	121	158	184	144	124	77	86	85	146	138	126	77	143	156	182	95	85	58	81	55	174	98
DDB_G0276317	2;2;2;2	6561863;6562044;6562366;6563200	6561913;6562274;6563103;6563973	+;+;+;+	1794	199	253	289	343	356	257	409	584	744	525	487	113	208	244	349	281	481	467	296	192	415	289
DDB_G0276291	2;2	6564892;6565207	6565117;6565379	+;+	399	599	71	45	31	53	61	127	191	413	258	146	433	115	69	104	105	98	68	177	197	191	186
DDB_G0276319	2;2;2;2;2	6565701;6565908;6566169;6566358;6566708	6565811;6566094;6566239;6566607;6566870	-;-;-;-;-	782	90	31	69	64	60	75	140	233	429	251	183	96	70	125	211	121	132	124	285	176	249	177
DDB_G0276321	2;2;2	6567328;6568665;6569189	6568555;6569027;6569647	-;-;-	2050	58	12	22	47	57	34	32	24	44	39	34	52	11	59	76	42	36	23	30	33	58	44
DDB_G0276289	2	6570030	6570521	-	492	8	0	1	2	1	0	2	0	5	0	2	5	0	3	3	0	0	0	1	5	1	2
DDB_G0276287	2;2	6577116;6578016	6577906;6578232	-;-	1008	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DDB_G0276299	2;2;2	6579134;6580611;6581197	6580495;6581108;6582276	-;-;-	2940	942	169	98	156	205	167	90	79	104	116	87	62	49	43	40	29	33	89	68	43	79	45
DDB_G0276269	2;2;2;2	6582943;6588501;6590800;6591027	6588334;6589623;6590869;6592973	-;-;-;-	8532	319	1039	979	936	1106	916	1005	1286	1381	973	1823	230	860	804	887	947	1298	1506	721	530	1460	1482
DDB_G0276285	2;2	6594215;6594501	6594393;6596258	+;+	1937	46	57	82	111	133	232	478	576	517	323	264	1	14	19	35	92	290	552	146	48	144	149
DDB_G0276309	2;2	6597404;6598965	6598760;6599632	+;+	2025	599	667	1386	972	1100	878	695	560	916	730	920	361	710	805	1254	881	555	304	604	400	998	837
DDB_G0276283	2;2;2;2	6600359;6600728;6601195;6601752	6600641;6601080;6601635;6603408	+;+;+;+	2734	172	23	10	28	68	70	66	55	60	36	27	127	25	12	47	38	64	30	30	41	31	32
DDB_G0276307	2	6603655	6608099	-	4445	22	96	58	45	44	28	21	28	38	20	44	6	16	36	44	5	14	1	5	10	34	24
DDB_G0276281	2	6608304	6609359	-	1056	15	3	7	3	6	5	7	8	8	6	4	9	1	10	7	4	6	2	5	3	9	4
DDB_G0276279	2;2;2	6610144;6610343;6610721	6610193;6610646;6611499	+;+;+	1133	801	224	218	266	327	315	335	299	298	165	149	545	280	354	591	413	208	51	221	264	310	229
DDB_G0276305	2;2	6612023;6612524	6612250;6614245	+;+	1950	2608	1040	626	949	1399	1593	2224	3039	4502	3517	2539	1348	1419	908	1715	1952	2457	1487	2573	1393	2343	2099
DDB_G0276303	2;2;2;2	6614400;6618022;6618441;6618838	6617941;6618348;6618761;6618895	-;-;-;-	4248	0	21	14	6	9	7	4	11	31	16	40	0	4	21	9	6	15	7	6	4	24	16
DDB_G0276267	2;2	6619594;6620486	6620382;6620928	-;-	1232	196	657	807	622	976	1039	2561	4091	5226	2937	3988	151	530	666	848	1310	2768	1669	2025	1078	3389	3951
DDB_G0276277	2	6627741	6628439	+	699	387	42	159	86	166	62	6	7	68	132	97	751	182	651	407	99	25	16	158	383	313	159
DDB_G0276275	2	6628998	6629765	+	768	44	11	11	13	14	13	15	15	40	27	91	62	24	43	38	30	26	34	30	32	62	36
DDB_G0276273	2	6631126	6632576	+	1451	217	296	207	257	304	293	406	497	769	472	453	159	277	268	390	326	435	145	258	198	395	343
DDB_G0276325	2;2;2;2	6633638;6634999;6635502;6636381	6634900;6635415;6636266;6636947	+;+;+;+	3012	172	94	192	219	178	138	170	293	637	524	591	162	112	203	305	203	193	215	221	198	481	352
DDB_G0276271	2	6637123	6638780	-	1658	250	0	0	5	4	3	1	0	5	7	9	116	1	5	6	2	1	0	3	38	27	13
DDB_G0276327	2	6639378	6639788	-	411	90	144	91	71	80	95	137	368	656	496	331	30	191	126	61	134	236	1074	489	183	416	253
DDB_G0276369	2;2;2;2	6648042;6648402;6648669;6651039	6648319;6648558;6650927;6651357	+;+;+;+	3013	403	252	376	295	358	303	494	558	733	532	589	298	175	240	329	348	450	363	379	264	625	468
DDB_G0276389	2;2	6651457;6651861	6651462;6655821	+;+	3967	53	159	139	138	164	136	72	43	57	48	152	41	96	86	112	128	75	86	29	38	84	50
DDB_G0276353	2	6655928	6658354	-	2427	24	4	7	13	14	6	7	14	25	18	11	23	2	9	8	7	5	6	3	9	7	8
DDB_G0276337	2;2;2	6659037;6659426;6659888	6659267;6659788;6661094	+;+;+	1801	28	8	18	12	16	9	32	79	197	138	69	19	6	26	33	26	35	20	108	42	82	49
DDB_G0276341	2	6663471	6665156	-	1686	3900	2235	2354	2432	2596	2405	2769	3542	4882	4269	3395	2064	2574	2321	2901	2541	2885	2118	2969	1838	3075	1938
DDB_G0276343	2;2	6669753;6670305	6670222;6670914	+;+	1080	1	0	1	1	1	0	0	1	10	8	2	0	0	0	0	0	3	1	1	1	3	4
DDB_G0276375	2;2	6671139;6674882	6674723;6675117	-;-	3821	89	218	109	88	118	190	100	66	117	78	109	69	32	42	104	60	62	20	22	32	62	54
DDB_G0276377	2;2;2	6676259;6678675;6679014	6678572;6678888;6679209	-;-;-	2724	37	12	29	39	27	28	16	20	27	20	23	21	9	21	38	11	21	3	6	7	23	14
DDB_G0276345	2;2;2	6679316;6679470;6679660	6679397;6679560;6680107	+;+;+	621	226	39	82	91	109	76	70	69	112	65	78	312	154	172	250	140	99	19	111	113	126	117
DDB_G0276355	2;2	6681538;6695467	6695366;6695846	-;-	14209	1368	1194	1483	2016	2685	2001	1479	1172	1517	1332	1353	291	705	965	1223	1171	776	546	744	438	976	701
DDB_G0276347	2	6697324	6698527	+	1204	81	197	97	136	133	112	161	292	326	219	170	34	190	121	125	133	229	656	183	90	161	109
DDB_G0276349	2;2	6698814;6702254	6702147;6702834	+;+	3915	61	98	92	97	103	56	58	65	107	61	49	48	39	63	68	23	38	11	15	39	56	23
DDB_G0276351	2	6703403	6704148	+	746	0	5	3	2	1	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0
DDB_G0276379	2;2	6705842;6706132	6706061;6706141	-;-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0276371	2	6706745	6713912	-	7168	440	600	1231	785	1003	689	388	407	784	974	917	194	487	675	640	354	307	206	304	241	729	642
DDB_G0276333	2;2;2	6717804;6718038;6719067	6717903;6718878;6719292	-;-;-	1167	63	47	75	65	84	78	111	165	355	323	335	34	76	82	90	90	159	60	201	129	275	155
DDB_G0276357	2;2	6720233;6720460	6720392;6721431	+;+	1132	58	19	46	55	61	49	72	92	118	90	81	37	25	50	56	86	67	179	82	40	90	58
DDB_G0276381	2;2;2	6722202;6722283;6722847	6722207;6722767;6723011	+;+;+	656	0	0	0	1	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
DDB_G0276393	2;2;2;2;2	6724904;6725259;6725421;6725608;6725797	6725171;6725351;6725513;6725706;6726110	+;+;+;+;+	867	5	0	48	37	1	1	3	1	0	247	131	4	2	25	31	33	3	1	6	4	6	67
DDB_G0276331	2	6726240	6727358	-	1119	817	36	18	25	57	41	66	51	50	30	21	653	68	26	67	72	48	14	39	197	31	32
DDB_G0276335	2;2;2	6728464;6728670;6728936	6728486;6728808;6735503	+;+;+	6730	5549	324	89	237	895	1166	868	859	951	716	479	2486	254	39	255	499	582	456	423	797	385	183
DDB_G0276383	2;2;2;2	6735866;6736223;6738748;6739852	6736114;6738613;6739773;6742330	+;+;+;+	6145	369	133	229	260	476	409	258	304	549	302	384	199	125	363	422	300	241	163	227	191	300	244
DDB_G0276359	2;2;2	6742558;6743182;6743368	6742953;6743291;6743445	-;-;-	584	201	42	97	75	91	47	114	194	378	239	169	256	86	113	162	132	118	34	249	242	275	192
DDB_G0276361	2	6745151	6747564	+	2414	1634	2823	2226	2576	3017	2471	3860	7738	13229	8955	6659	305	1564	1665	1446	1782	3623	4649	5714	2229	4658	3148
DDB_G0276363	2;2;2;2	6748849;6750378;6750910;6751364	6750284;6750795;6751245;6759543	+;+;+;+	10370	393	222	835	926	1054	760	623	511	831	626	1108	142	143	445	539	477	379	309	338	251	596	602
DDB_G0276365	2	6760146	6761306	+	1161	0	6	2	1	0	1	73	387	585	293	343	0	2	2	3	3	134	10	37	58	234	104
DDB_G0276367	2	6761537	6762644	+	1108	7	2	1	0	1	1	4	2	6	2	1	1	1	5	2	1	2	2	1	2	3	1
DDB_G0276395	2;2;2	6763233;6763713;6764272	6763610;6764162;6765994	+;+;+	2551	101	109	237	242	217	178	228	243	374	296	353	94	142	293	301	263	208	185	189	147	434	254
DDB_G0276527	2;2	6772127;6777508	6777343;6778013	-;-	5723	28	21	53	48	31	27	9	21	50	33	36	20	11	18	23	22	17	8	19	17	35	29
DDB_G0276481	2;2	6778615;6778912	6778799;6780280	+;+	1554	48	32	80	86	74	63	88	127	167	80	117	43	45	85	114	107	97	69	108	46	137	98
DDB_G0276529	2;2;2	6780837;6781059;6783644	6780952;6783553;6787558	+;+;+	6526	244	252	595	475	377	280	199	132	215	194	280	82	156	183	404	278	249	313	112	81	178	149
DDB_G0276483	2;2;2	6787819;6788466;6788737	6788375;6788652;6788781	-;-;-	789	11	26	36	38	18	7	7	12	8	7	2	14	19	53	27	26	11	7	3	11	28	15
DDB_G0276401	2	6789174	6792248	+	3075	20	79	33	18	19	12	4	7	10	5	13	16	37	31	18	17	5	12	5	11	17	17
DDB_G0276453	2;2	6792385;6795152	6795061;6795450	-;-	2976	1011	1142	1594	1484	1496	892	374	301	578	450	445	886	1177	2264	2169	1027	433	416	404	476	685	755
DDB_G0276531	2;2	6795915;6798653	6798580;6798857	-;-	2871	43	43	40	68	103	76	81	63	98	55	54	27	23	45	78	73	35	23	23	27	44	39
DDB_G0276455	2;2;2;2	6800191;6800345;6801071;6801411	6800238;6800896;6801245;6801868	-;-;-;-	1233	497	228	589	537	667	495	474	701	1238	1346	1219	410	326	746	760	760	555	665	669	586	1365	946
DDB_G0276535	2;2	6806163;6808205	6807419;6808249	-;-	1302	6	10	12	9	15	10	17	24	60	29	36	9	5	15	21	14	17	28	23	10	38	15
DDB_G0276537	2;2	6807773;6807971	6807870;6808245	+;+	373	23	8	25	25	16	13	21	20	53	16	25	42	31	27	41	29	26	13	23	16	35	24
DDB_G0276457	2;2	6808544;6809153	6808581;6809603	+;+	489	10739	8117	9314	9803	9723	10144	11439	12647	10393	7235	4445	10509	17826	13878	15359	18484	17958	16201	11657	6923	8134	7021
DDB_G0276485	2;2;2	6809645;6810033;6810843	6809942;6810745;6811185	-;-;-	1354	35	36	34	25	30	21	43	45	88	55	43	23	11	38	53	23	25	8	20	29	53	19
DDB_G0276403	2	6815001	6818173	+	3173	3	99	13	13	12	3	41	50	124	67	41	1	15	6	11	2	31	31	30	23	49	34
DDB_G0276405	2;2;2	6818204;6818683;6818878	6818591;6818798;6819086	-;-;-	713	483	184	289	283	303	267	389	677	942	633	471	680	420	498	663	622	870	427	789	450	615	516
DDB_G0276541	2;2	6819649;6824195	6824035;6825343	-;-	5536	163	295	319	309	322	216	174	208	365	318	319	94	159	241	283	174	165	133	175	118	238	217
DDB_G0276543	2;2;2;2	6826555;6827963;6828195;6828660	6827847;6828102;6828548;6829323	+;+;+;+	2451	208	235	358	458	482	486	355	440	632	569	554	61	71	174	139	216	285	704	212	163	424	195
DDB_G0276545	2;2;2;2;2	6829981;6829981;6830410;6830410;6831235	6830317;6830317;6831130;6831099;6831343	-;-;-;-;-	1167	24	11	89	16	5	4	5	12	10	346	200	2	8	62	16	15	5	6	73	14	263	394
DDB_G0276407	2;2;2;2;2;2;2;2	6832506;6832506;6832770;6832770;6833287;6833341;6833467;6833467	6832648;6832648;6833160;6833160;6833364;6833364;6834229;6834224	+;+;+;+;+;+;+;+	1375	5	0	11	10	4	1	5	10	31	111	672	3	4	10	5	6	8	4	8	68	549	530
DDB_G0276413	2;2;2;2;2	6843765;6844305;6844582;6845544;6845929	6844216;6844496;6845449;6845837;6846333	+;+;+;+;+	2211	122	52	39	60	98	77	72	54	79	42	28	72	11	25	58	36	45	13	20	38	36	10
DDB_G0276411	2;2	6846542;6847022	6846931;6847355	-;-	724	235	14	2	19	48	36	52	42	33	23	18	338	38	2	51	69	37	23	36	101	38	39
DDB_G0276459	2;2;2	6847866;6848548;6849627	6848436;6849521;6850674	-;-;-	2593	779	1000	1656	1434	1602	1393	1317	1897	3747	3564	3592	58	269	559	311	387	562	3591	1876	997	3321	1721
DDB_G0276489	2;2;2	6853485;6853822;6854802	6853716;6854558;6854989	-;-;-	1157	50	18	36	44	46	33	33	57	177	91	70	56	38	31	69	44	46	26	53	65	78	42
DDB_G0276491	2;2	6855502;6855726	6855620;6856461	+;+	855	277	17	24	38	78	52	47	50	71	40	34	491	29	62	135	110	71	51	73	159	77	51
DDB_G0276493	2;2	6856690;6857564	6857415;6857749	-;-	912	1416	124	51	277	475	508	566	541	480	424	259	1147	272	100	485	696	664	350	559	524	436	416
DDB_G0276497	2;2	6865567;6865905	6865820;6866037	-;-	387	0	4	1	2	1	0	2	2	3	3	5	0	1	1	3	0	0	1	0	0	3	3
DDB_G0276549	2;2;2;2	6867377;6867736;6868149;6870143	6867502;6867998;6870049;6870427	+;+;+;+	2575	89	10	39	51	68	69	68	131	309	241	170	87	36	75	137	118	78	86	126	124	200	148
DDB_G0276419	2	6871013	6871507	-	495	41	14	9	18	15	15	19	21	23	17	9	98	30	12	28	33	30	21	13	19	20	11
DDB_G0276551	2;2	6872132;6872235	6872141;6874474	+;+	2250	32	42	37	51	72	54	94	199	492	161	113	23	35	40	65	43	120	104	182	58	105	53
DDB_G0276553	2;2	6875533;6878155	6878069;6878447	+;+	2830	61	145	260	149	125	81	77	59	123	72	34	35	98	141	122	89	74	104	44	38	54	28
DDB_G0276399	2	6878753	6879364	-	612	3	3	8	4	4	2	2	5	5	9	6	4	4	4	3	5	7	6	8	1	9	5
DDB_G0276421	2;2	6881042;6881171	6881093;6881256	+;+	138	1	83	82	37	22	7	3	3	3	2	0	3	26	16	21	10	1	4	3	3	4	2
DDB_G0276423	2;2;2;2;2;2;2;2;2	6881518;6881518;6882535;6882535;6884466;6884466;6884746;6884746;6885287	6882454;6882454;6884305;6884305;6884655;6884655;6885168;6885208;6885345	-;-;-;-;-;-;-;-;-	3420	240	128	244	280	281	260	308	324	616	443	386	157	88	195	248	239	257	250	197	153	320	149
DDB_G0276555	2;2;2	6885788;6886012;6887516	6885887;6887400;6888493	+;+;+	2467	25	3	14	29	16	8	13	10	35	26	19	11	2	16	24	17	23	20	12	14	27	17
DDB_G0276417	2;2;2;2;2;2;2	6888601;6888601;6888748;6888748;6889398;6889398;6890083	6888661;6888661;6889289;6889289;6889847;6889781;6890208	-;-;-;-;-;-;-	1179	2450	708	857	956	1060	1089	1372	1492	1762	1190	1028	2290	1431	1451	2083	1535	1139	645	1174	1060	1304	1152
DDB_G0276415	2;2;2	6891070;6891372;6891880	6891149;6891786;6892009	+;+;+	625	17168	11728	14103	13461	13526	12461	14616	15751	15590	8587	6080	19033	30505	20477	22924	22939	18315	12172	16485	10509	10761	8334
DDB_G0276557	2	6896362	6897226	+	865	218	132	86	101	133	116	61	58	49	39	23	225	171	205	252	204	152	239	53	100	69	50
DDB_G0276559	2	6897934	6902781	+	4848	12	10	12	26	40	24	15	22	21	25	16	12	7	27	27	12	12	3	4	9	11	16
DDB_G0276425	2;2;2	6903272;6903537;6903785	6903396;6903707;6903912	+;+;+	424	408	172	164	147	189	199	250	463	727	456	298	829	494	329	468	524	491	103	556	452	535	347
DDB_G0276461	2;2	6904331;6906524	6906421;6906842	-;-	2410	157	98	170	150	140	151	169	249	411	372	255	100	121	189	185	178	188	238	211	145	272	107
DDB_G0295773	2;2;2	6907430;6907913;6908216	6907826;6908076;6908248	+;+;+	594	65	13	26	44	44	32	33	53	121	67	62	131	31	36	87	76	59	98	57	71	93	43
DDB_G0276503	2;2	6908594;6909201	6908941;6910052	+;+	1200	368	21	25	48	76	74	49	62	81	76	41	398	46	27	91	87	72	41	82	141	77	50
DDB_G0276437	2;2;2;2	6910190;6911118;6911350;6911828	6911036;6911286;6911718;6912323	-;-;-;-	1881	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0349488	2	6912649	6914202	-	1554	100	1	15	24	27	26	25	10	16	9	1	78	19	19	46	20	11	17	12	31	21	11
DDB_G0349487	2;2	6914590;6915323	6915234;6915428	-;-	751	379	62	108	166	158	78	53	43	44	32	28	402	182	161	371	187	68	24	77	135	87	51
DDB_G0276463	2;2	6915740;6918740	6918659;6919028	-;-	3209	128	290	242	132	112	94	85	62	122	77	163	106	171	94	114	84	65	46	49	53	100	58
DDB_G0276435	2	6919395	6920681	-	1287	0	7	5	0	2	0	1	4	15	3	3	0	6	6	5	2	3	0	4	5	7	4
DDB_G0276433	2;2	6921343;6921548	6921455;6921661	+;+	227	66	100	181	173	150	134	108	133	99	54	52	210	323	563	786	1289	870	732	266	210	220	100
DDB_G0276505	2;2	6923050;6923230	6923148;6923375	+;+	245	144	60	68	69	98	71	73	51	29	14	8	310	167	87	155	218	144	112	31	83	18	9
DDB_G0276507	2;2	6925108;6925245	6925147;6925342	+;+	138	6	3	4	3	1	1	4	1	1	0	1	4	1	6	8	4	0	0	0	0	1	2
DDB_G0276479	2;2	6927874;6928146	6928033;6928688	+;+	703	209	44	724	667	514	179	51	16	57	67	56	180	109	1480	1426	542	69	33	74	128	202	161
DDB_G0276563	2;2;2	6929320;6929593;6930260	6929486;6930159;6930278	-;-;-	753	20	62	163	80	67	24	32	47	152	77	102	29	110	151	128	72	43	12	182	89	191	148
DDB_G0276431	2;2;2	6930950;6931163;6931499	6931027;6931372;6932392	+;+;+	1182	202	59	96	94	104	105	167	123	149	77	86	246	179	134	245	213	143	95	162	130	123	93
DDB_G0276429	2;2;2;2	6932540;6933100;6933312;6933931	6933003;6933212;6933839;6934286	-;-;-;-	1461	0	0	0	0	0	0	3	1	1	2	3	1	0	0	0	0	0	0	0	0	6	1
DDB_G0276509	2	6935087	6936262	+	1176	0	0	0	0	0	0	0	0	2	13	20	0	0	0	2	1	0	0	0	3	18	6
DDB_G0276427	2;2	6936586;6937715	6937619;6938160	-;-	1480	1321	1996	1312	1041	1013	707	1358	2037	3409	2853	3226	1654	2906	2051	2243	2226	2700	1366	2197	1465	2966	2756
DDB_G0276465	2;2;2;2	6942806;6943062;6943382;6943702	6942859;6943291;6943569;6946751	+;+;+;+	3522	734	1126	1206	934	1013	760	836	874	1222	1103	1528	420	887	805	1007	874	689	408	643	503	1139	914
DDB_G0276567	2;2;2;2;2	6951075;6951224;6951467;6951842;6952409	6951139;6951361;6951727;6952279;6952445	-;-;-;-;-	939	368	680	574	379	379	339	706	1307	2673	1983	1742	389	949	504	710	621	1172	1070	1401	958	1955	1599
DDB_G0276439	2;2;2;2	6954004;6954781;6954905;6955388	6954678;6954815;6955301;6955794	+;+;+;+	1514	1874	280	964	1039	777	549	417	334	353	279	192	567	462	420	1151	1003	602	372	515	365	389	185
DDB_G0276441	2;2;2	6956284;6956983;6957498	6956907;6957085;6957511	-;-;-	741	23611	17222	22040	20800	21201	18344	21014	20947	19541	10995	7183	4636	11055	18543	11520	12821	16842	27871	17456	6547	12110	8017
DDB_G0276569	2;2	6958320;6958877	6958782;6959628	+;+	1215	61	27	54	66	56	32	53	51	109	68	64	97	41	56	85	75	49	15	55	44	74	51
DDB_G0276443	2;2;2;2;2;2	6959828;6962031;6962298;6962575;6963173;6963915	6961953;6962206;6962494;6963015;6963602;6964465	-;-;-;-;-;-	3921	258	299	441	442	401	355	491	626	1385	934	950	203	277	418	436	384	430	336	472	329	684	439
DDB_G0276571	2;2	6967968;6968540	6968423;6974410	+;+	6327	61	187	209	256	300	215	295	453	537	449	1087	24	172	237	203	198	443	556	213	198	686	440
DDB_G0276451	2;2;2;2;2;2	6974592;6974592;6974762;6974762;6975254;6975254	6974699;6974669;6975053;6975053;6975419;6975465	-;-;-;-;-;-	612	24	3	13	10	1	4	4	5	2	3	6	44	1	18	31	11	4	4	14	11	7	3
DDB_G0276573	2;2	6975934;6976990	6976872;6977252	+;+	1202	243	24	15	41	50	47	38	44	45	43	34	291	54	38	98	85	81	122	47	108	71	60
DDB_G0276449	2;2;2	6977542;6978249;6979023	6978177;6978784;6979086	-;-;-	1236	48	4	8	12	6	8	7	8	7	7	0	34	6	2	13	1	6	1	2	15	5	3
DDB_G0276447	2;2	6979797;6980479	6980365;6982102	+;+	2193	214	176	222	260	300	245	399	430	690	582	428	62	97	155	151	214	319	807	322	204	383	270
DDB_G0276513	2	6983460	6983863	-	404	125	37	7	6	6	9	6	3	10	9	4	147	96	46	33	19	11	1	4	56	3	8
DDB_G0276445	2;2	6984295;6986083	6985998;6986428	-;-	2050	5247	2981	1730	1693	1558	746	794	4382	24072	22445	13034	845	1680	1598	894	718	885	3695	11109	5336	10092	3456
DDB_G0276467	2;2	6988198;6988307	6988207;6988464	+;+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0276469	2;2;2	6988883;6989329;6989502	6989212;6989438;6990180	+;+;+	1119	1	0	3	1	0	1	0	0	2	13	5	1	1	1	3	6	0	1	2	2	3	5
DDB_G0276515	2;2	6990820;6991323	6991245;6992122	+;+	1226	66	3	15	47	41	55	44	62	140	69	159	87	22	74	111	81	53	40	73	94	197	134
DDB_G0276575	2;2;2	6993306;6993704;6993885	6993561;6993813;6994463	+;+;+	945	108	36	69	57	73	40	46	57	137	85	104	110	50	62	101	49	36	10	80	69	137	113
DDB_G0276577	2;2	6994942;6997418	6997320;6998304	-;-	3266	457	1435	1419	773	755	600	558	865	1579	1581	1487	113	578	764	380	414	572	706	604	324	1113	617
DDB_G0276579	2;2	7002884;7003144	7003031;7003596	-;-	601	81	79	64	55	61	28	69	185	365	241	217	89	105	120	125	81	84	30	277	166	238	239
DDB_G0276581	2	7007643	7009310	+	1668	11	0	0	3	1	4	3	0	1	1	2	7	0	0	5	5	0	0	0	4	2	1
DDB_G0276519	2	7009387	7012183	-	2797	40	28	33	39	43	27	41	51	101	56	59	25	16	40	61	48	42	57	37	27	51	41
