# Program:featureCounts v2.0.0; Command:featureCounts -a reference/D_discoideum_PASAua.gtf -o featureCounts/counts.txt -s 2 -T 4 merged_mapped/SI-2309-FS146-0h-h.bam merged_mapped/SI-2309-FS146-0h-i.bam merged_mapped/SI-2309-FS146-0h-j.bam merged_mapped/SI-2309-FS146-0h-k.bam merged_mapped/SI-2309-FS146-10h-h.bam merged_mapped/SI-2309-FS146-10h-i.bam merged_mapped/SI-2309-FS146-10h-j.bam merged_mapped/SI-2309-FS146-10h-k.bam merged_mapped/SI-2309-FS146-2h-h.bam merged_mapped/SI-2309-FS146-2h-i.bam merged_mapped/SI-2309-FS146-2h-j.bam merged_mapped/SI-2309-FS146-2h-k.bam merged_mapped/SI-2309-FS146-4h-h.bam merged_mapped/SI-2309-FS146-4h-i.bam merged_mapped/SI-2309-FS146-4h-j.bam merged_mapped/SI-2309-FS146-4h-k.bam merged_mapped/SI-2309-FS146-6h-h.bam merged_mapped/SI-2309-FS146-6h-i.bam merged_mapped/SI-2309-FS146-6h-j.bam merged_mapped/SI-2309-FS146-6h-k.bam merged_mapped/SI-2309-FS146-8h-h.bam merged_mapped/SI-2309-FS146-8h-i.bam merged_mapped/SI-2309-FS146-8h-j.bam merged_mapped/SI-2309-FS146-8h-k.bam																													
Geneid	Chr	Start	End	Strand	Length	merged_mapped/SI-2309-FS146-0h-h.bam	merged_mapped/SI-2309-FS146-0h-i.bam	merged_mapped/SI-2309-FS146-0h-j.bam	merged_mapped/SI-2309-FS146-0h-k.bam	merged_mapped/SI-2309-FS146-10h-h.bam	merged_mapped/SI-2309-FS146-10h-i.bam	merged_mapped/SI-2309-FS146-10h-j.bam	merged_mapped/SI-2309-FS146-10h-k.bam	merged_mapped/SI-2309-FS146-2h-h.bam	merged_mapped/SI-2309-FS146-2h-i.bam	merged_mapped/SI-2309-FS146-2h-j.bam	merged_mapped/SI-2309-FS146-2h-k.bam	merged_mapped/SI-2309-FS146-4h-h.bam	merged_mapped/SI-2309-FS146-4h-i.bam	merged_mapped/SI-2309-FS146-4h-j.bam	merged_mapped/SI-2309-FS146-4h-k.bam	merged_mapped/SI-2309-FS146-6h-h.bam	merged_mapped/SI-2309-FS146-6h-i.bam	merged_mapped/SI-2309-FS146-6h-j.bam	merged_mapped/SI-2309-FS146-6h-k.bam	merged_mapped/SI-2309-FS146-8h-h.bam	merged_mapped/SI-2309-FS146-8h-i.bam	merged_mapped/SI-2309-FS146-8h-j.bam	merged_mapped/SI-2309-FS146-8h-k.bam
DDB_G0267984	1;1	1236115;1237537	1237428;1237853	-;-	1631	1921	2064	1674	1751	1666	1528	939	739	2004	1730	1188	515	3078	999	1122	943	3029	1264	1129	1572	2644	1139	1118	1696
DDB_G0267986	1	1238363	1240237	+	1875	0	1	0	0	3	3	5	1	5	1	1	1	1	0	0	0	2	0	1	1	4	2	0	3
DDB_G0267990	1;1;1	1242702;1242955;1243188	1242863;1243107;1243363	-;-;-	491	1132	1480	1166	1105	1155	2890	789	1054	3130	2152	2206	858	1700	701	1314	1014	3046	2695	1805	1544	3027	258	1531	1984
DDB_G0267992	1	1244589	1245377	-	789	1425	1423	952	866	983	1330	651	533	2399	1529	707	337	1189	366	1018	586	1312	921	637	645	1586	291	358	888
DDB_G0267994	1;1;1	1246116;1247053;1247420	1246899;1247297;1247617	-;-;-	1227	3290	3277	3150	3116	4267	2047	2806	2521	3484	3795	4484	2354	3577	1572	1434	1891	3291	1081	2257	1400	3050	2486	2720	3415
DDB_G0267996	1;1	1248271;1248931	1248851;1249587	+;+	1238	1975	2433	1972	2011	1744	1785	1428	926	11174	8281	5822	1954	2540	853	3465	1863	2054	2059	1258	983	1698	504	1232	1378
DDB_G0267406	1;1	1250161;1252339	1252239;1252599	-;-	2340	5361	5197	4059	4186	4633	2650	2764	2986	2981	3000	3209	1996	2920	1200	994	1317	2155	907	1865	1409	2563	1282	1588	2503
DDB_G0268412	1;1;1;1;1;1;1	1253447;1253674;1253902;1254157;1254388;1254932;1255360	1253534;1253806;1254048;1254288;1254819;1255263;1257146	+;+;+;+;+;+;+	3051	2721	2808	1545	1227	130	327	227	90	2812	2561	1433	430	647	251	466	355	320	345	217	225	220	120	114	123
DDB_G0267440	1;1;1	1257280;1259483;1259722	1259420;1259563;1259892	-;-;-	2393	434	593	633	617	292	348	293	256	843	682	580	197	467	136	413	297	542	285	266	444	457	164	180	383
DDB_G0267434	1;1	1260113;1260803	1260724;1262650	+;+	2460	1	0	0	4	3	2	0	0	4	3	1	0	0	0	1	0	1	2	0	0	2	0	2	0
DDB_G0267436	1	1263019	1266447	+	3429	2755	4135	4403	4499	1361	1307	1015	615	727	833	476	366	1013	494	1268	690	1038	875	960	691	2270	637	1036	791
DDB_G0295829	1;1;1;1;1;1;1;1;1	1266897;1267089;1267519;1267765;1268038;1268275;1268555;1268899;1270784	1266978;1267278;1267587;1267911;1268199;1268445;1268807;1270666;1271013	+;+;+;+;+;+;+;+;+	3072	646	479	354	281	75	188	86	83	2050	1356	1056	431	329	86	174	154	222	179	158	106	74	40	116	181
DDB_G0268556	1;1;1;1;1	1271527;1271718;1272128;1272406;1272632	1271584;1272053;1272281;1272545;1273446	+;+;+;+;+	1503	317	340	457	636	3905	4972	2282	1984	20926	16757	10644	3086	5595	1851	4765	2711	4701	2339	1667	2356	9928	1004	1915	3458
DDB_G0267998_DDB_G0268000	1;1;1;1;1;1	1273988;1274189;1274588;1274940;1277744;1277896	1274072;1274524;1274738;1275022;1277800;1278965	+;+;+;+;+;+	1782	52	34	30	41	1515	956	753	764	2866	2627	4042	691	770	438	190	100	381	428	424	99	1561	208	325	602
DDB_G0267400	1;1;1	1280935;1283110;1283356	1282963;1283202;1283462	-;-;-	2229	23124	23494	21023	27187	23799	3070	21225	10268	7055	14486	19176	20452	16716	12070	9722	19810	11334	4763	16364	6328	4188	21337	21191	19453
DDB_G0268004	1;1;1	1286194;1286587;1286950	1286459;1286799;1287863	+;+;+	1393	1363	2137	1875	2034	746	1481	447	517	1522	1265	446	312	1257	533	753	579	1810	1250	1044	1336	1731	332	469	803
DDB_G0268006	1;1;1	1288674;1289060;1289276	1288982;1289185;1289345	-;-;-	505	194	248	328	305	396	282	281	161	500	414	364	138	840	298	1152	489	549	377	368	309	858	160	522	590
DDB_G0268008	1	1290599	1291902	-	1304	1273	1527	1358	1539	126	742	292	110	1224	835	420	186	655	259	1255	630	1128	1258	963	582	567	134	398	481
DDB_G0268558	1;1	1292814;1293228	1293029;1294391	+;+	1380	365	363	370	365	331	704	277	185	946	672	271	133	355	122	555	330	571	637	483	330	501	149	335	438
DDB_G0268420	1;1;1;1;1;1;1;1;1	1295292;1295631;1297684;1297920;1298381;1298674;1298978;1299196;1299415	1295506;1297597;1297821;1298156;1298602;1298799;1299121;1299343;1299499	-;-;-;-;-;-;-;-;-	3282	1097	808	611	644	262	857	423	269	5023	4592	1890	1025	1439	434	540	823	629	443	398	876	326	241	359	702
DDB_G0268010	1;1	1301596;1302209	1302071;1302485	+;+	753	46	16	13	5	204	125	176	196	241	214	203	69	61	14	32	63	45	37	39	48	80	32	87	137
DDB_G0268012	1	1302705	1303864	-	1160	69	85	43	62	683	898	274	365	131	138	99	44	319	113	152	132	675	201	205	359	2015	352	545	1194
DDB_G0268014	1	1308281	1310389	+	2109	326	350	291	320	373	193	340	389	347	433	212	202	390	154	189	310	346	100	268	170	295	365	160	470
DDB_G0267444	1;1	1310839;1311475	1311120;1313118	+;+	1926	7087	9215	7771	9530	18142	18518	15443	7867	12371	9966	6076	4353	16259	4850	16373	8331	22163	13983	10746	11029	32691	13027	16831	17598
DDB_G0268016	1;1	1313476;1313666	1313588;1313882	-;-	330	18	10	17	9	40	5	27	10	42	33	65	5	4	6	10	3	15	5	9	15	40	12	27	35
DDB_G0268018	1;1	1314808;1315897	1315798;1316513	+;+	1608	1137	1327	1266	1219	453	718	379	195	1740	1442	760	203	1703	532	1103	535	2122	1006	791	991	1675	572	483	757
DDB_G0268020	1;1;1	1316947;1317398;1317863	1317043;1317766;1318568	+;+;+	1172	8812	10456	9830	10816	2447	4709	2731	1478	4424	3762	2930	1560	7423	2194	5238	3255	6496	7127	5202	3865	5298	1706	2187	3143
DDB_G0268022	1;1	1318763;1319019	1318915;1319387	-;-	522	205	228	218	129	93	83	112	55	339	223	214	73	139	47	229	122	137	113	83	82	167	54	158	117
DDB_G0268024	1;1;1;1;1	1320084;1321188;1321531;1321908;1322139	1321092;1321401;1321648;1322020;1322195	-;-;-;-;-	1511	2036	2060	1672	1668	2254	1353	1534	1142	1681	1853	1399	1125	2989	1229	1017	1213	2232	912	1552	1213	1443	1261	1246	1508
DDB_G0268026	1;1	1322645;1323329	1323176;1323683	-;-	887	6881	5193	3993	4016	28110	16689	12373	13264	18911	11797	13279	4692	17526	6751	8615	7397	7753	5408	5486	5133	31046	3855	12749	16733
DDB_G0268028	1	1325279	1327600	-	2322	101	154	213	211	1068	223	1073	445	38	41	21	17	42	5	33	31	17	27	31	20	39	49	20	71
DDB_G0267386	1;1	1329266;1329738	1329374;1331157	+;+	1529	3315	8174	6638	6834	3735	626	4308	3533	2503	3181	2072	3183	710	102	370	1656	518	129	936	218	517	2932	2700	2835
DDB_G0267392	1	1331199	1333035	-	1837	734	771	738	733	634	844	435	361	2587	1875	1328	410	2198	647	962	701	2815	1170	928	1730	2111	534	722	1237
DDB_G0268030	1	1334449	1338114	-	3666	72	187	156	159	57	43	58	43	92	122	44	50	105	50	77	75	103	59	110	92	61	45	44	46
DDB_G0268422	1;1;1	1339034;1339331;1339640	1339248;1339534;1339955	+;+;+	735	128	128	155	91	232	163	132	101	253	176	205	50	160	65	278	124	342	105	154	178	469	142	304	366
DDB_G0268034	1;1	1340527;1341539	1341378;1342081	+;+	1395	6058	15537	12183	11300	34663	6559	19948	17062	14907	19536	7199	14204	8315	1456	3113	9544	6968	1539	5872	2591	8500	21002	8245	18176
DDB_G0268036	1	1342438	1343270	+	833	734	1076	1503	1214	2219	1724	1202	773	1357	869	1047	386	1449	447	1496	748	3166	1439	1048	1288	4763	984	2192	2161
DDB_G0268038	1;1	1344257;1344546	1344416;1344810	+;+	425	6248	8224	7649	6281	4091	4349	2510	1276	52304	29713	24643	9712	16132	4878	9532	5951	14609	6048	4489	5052	14172	3632	7366	7463
DDB_G0268040	1;1;1	1345102;1345283;1345818	1345191;1345723;1346315	+;+;+	1029	841	915	990	905	754	807	384	377	1330	1048	346	166	1055	391	739	464	1145	629	577	678	1362	242	389	671
DDB_G0268042	1;1;1	1346436;1346675;1347352	1346560;1347180;1347412	-;-;-	692	14780	16714	14050	12864	10074	5150	2969	2829	5266	6118	4970	2290	7690	3001	1864	1892	6733	2720	3706	3141	8531	3470	3623	5901
DDB_G0268044	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1347890;1347890;1348466;1348466;1348863;1348863;1349413;1349413;1349726;1349726;1350031;1350031;1350323;1350323;1351632	1348386;1348386;1348742;1348742;1349324;1349324;1349613;1349613;1349909;1349909;1350117;1350117;1350473;1350563;1351804	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2122	8294	8868	7480	8710	6239	4626	3926	4344	5874	7944	6685	5705	12043	5330	1087	3044	8417	3389	7558	7736	2859	2949	2851	4913
DDB_G0268048	1;1;1	1353341;1353729;1353991	1353587;1353878;1354199	-;-;-	606	602	703	751	610	665	310	336	279	832	577	740	166	705	313	806	386	988	287	409	463	1286	338	642	772
DDB_G0268560	1;1	1355835;1358201	1357947;1359552	-;-	3465	659	1447	863	828	127	84	135	85	206	212	108	92	263	74	121	156	195	74	211	89	51	76	55	80
DDB_G0268052	1	1359896	1363000	-	3105	337	1179	901	790	4382	830	2483	2222	1115	1609	357	645	591	120	328	574	353	140	369	133	1425	1516	656	1453
DDB_G0268054	1;1	1365305;1365748	1365477;1365966	-;-	392	101	128	79	74	46	64	67	27	115	80	61	18	47	19	81	49	77	46	36	33	64	29	58	42
DDB_G0268056	1;1;1;1	1366267;1366908;1367329;1367645	1366824;1367223;1367534;1368027	-;-;-;-	1463	1940	2135	2648	2501	1748	3834	1906	1358	6939	4619	3468	1590	2383	889	2336	1763	3654	3096	2093	1844	3835	851	2111	3144
DDB_G0268424	1;1;1	1368763;1369126;1370065	1369034;1369968;1370695	-;-;-	1746	1497	1491	1260	1232	250	1187	372	255	1320	983	764	394	725	276	489	465	1466	1161	816	1222	1836	387	992	1440
DDB_G0268058	1;1	1371493;1372394	1372304;1372547	-;-	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0268426	1;1	1375213;1376612	1376503;1376890	+;+	1570	324	376	444	516	761	1209	477	316	567	474	262	81	517	203	409	194	994	484	299	453	1801	304	431	756
DDB_G0268564	1;1	1377494;1378113	1378032;1378332	+;+	759	766	690	763	824	373	835	478	169	504	372	220	135	152	86	551	256	456	734	558	249	749	157	828	596
DDB_G0268566	1;1	1378934;1379289	1379182;1380740	+;+	1701	568	919	722	660	165	314	143	140	346	415	266	71	1581	416	1787	539	987	681	627	384	316	116	248	203
DDB_G0268060	1;1	1380972;1383369	1383206;1383591	-;-	2458	7747	7673	4692	4959	4553	8246	4183	2160	10479	7150	3101	2867	7675	2417	3467	2752	8850	4568	4186	6432	14902	4524	3673	5778
DDB_G0267378	1;1	1385013;1385816	1385709;1386066	+;+	948	16	16	12	10	8685	1500	4499	2023	63	31	40	20	39	14	39	19	48	68	22	49	546	74	148	219
DDB_G0348179	1;1	1390661;1390828	1390717;1390987	+;+	217	46	56	69	96	14976	6246	3888	3180	116	152	175	132	1009	317	527	320	7761	1778	2169	2566	24745	5816	11674	10737
DDB_G0268062	1	1391482	1393242	+	1761	296	314	278	291	232	490	266	180	271	166	133	66	222	90	219	151	449	325	292	304	704	159	349	443
DDB_G0268064	1;1;1;1;1	1393387;1393387;1394026;1394026;1394226	1393897;1393897;1394134;1394174;1394325	-;-;-;-;-	760	10060	12468	12006	10607	198	466	258	196	307	237	243	79	216	69	540	525	557	663	528	521	449	147	437	603
DDB_G0268066	1	1394864	1397458	+	2595	382	396	289	250	76	90	73	47	31	31	18	9	24	9	53	43	56	45	53	73	100	30	55	77
DDB_G0268068	1;1	1398443;1398922	1398739;1399297	+;+	673	2987	3652	4021	4128	5005	6808	2751	2940	6136	4898	2247	1066	5872	2171	6596	3295	8894	5471	4519	3908	12977	1445	5225	6528
DDB_G0268070	1	1399546	1400979	-	1434	898	759	690	690	783	1023	478	549	1896	1411	901	330	587	180	513	422	653	305	276	382	1610	326	679	1109
DDB_G0268428	1	1402456	1404546	+	2091	6	10	19	26	5	7	7	2	14	7	5	1	14	5	35	3	19	8	7	6	21	1	18	6
DDB_G0268072	1;1;1;1;1;1;1;1;1;1	1404967;1405137;1405303;1405949;1406300;1406726;1406877;1407406;1407682;1407949	1405038;1405235;1405848;1406227;1406630;1406778;1407263;1407599;1407862;1408065	+;+;+;+;+;+;+;+;+;+	2259	1	2	9	5	968	553	497	455	13	27	11	2	13	5	18	1	17	4	5	15	985	235	243	590
DDB_G0268074	1;1;1	1408298;1410384;1412142	1410291;1411402;1412217	-;-;-	3089	1320	937	576	682	539	1173	678	309	1483	1146	554	159	846	291	932	409	846	694	676	511	1013	233	507	441
DDB_G0268076	1	1414125	1415255	-	1131	29	37	21	21	7880	1609	5460	6343	25	21	19	11	15	4	8	8	8	6	8	6	492	118	83	423
DDB_G0268078	1;1	1417969;1418384	1418288;1419590	+;+	1527	295	698	487	455	675	350	511	313	593	579	109	238	434	97	235	334	450	142	356	218	519	544	228	453
DDB_G0268080	1;1	1420073;1420322	1420227;1422269	+;+	2103	2012	2245	2317	2710	1656	2314	1208	1016	2535	2087	950	646	3383	1306	1392	1232	3141	1993	2077	2360	2450	849	723	1203
DDB_G0268430	1	1423625	1426439	+	2815	639	938	662	568	521	602	341	336	560	434	213	140	608	184	349	241	635	398	365	380	656	194	180	309
DDB_G0268084	1;1;1	1428904;1430688;1430891	1430597;1430810;1431383	-;-;-	2310	823	1240	866	1007	558	669	402	303	1784	1219	340	198	662	288	645	447	596	622	547	429	473	197	159	261
DDB_G0268086	1;1	1432461;1432555	1432473;1432727	+;+	186	0	0	0	0	7	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DDB_G0268088	1;1	1432947;1439498	1439354;1439629	-;-	6540	599	1267	956	1063	362	228	217	177	625	616	191	149	275	193	128	179	210	196	296	214	135	107	142	102
DDB_G0268090	1;1;1	1440159;1440931;1441135	1440769;1441050;1441186	-;-;-	783	1302	1303	1194	1243	1667	1287	760	779	3097	2471	1969	456	2028	651	1001	569	6011	3017	1724	2276	3470	737	1805	2065
DDB_G0267428	1;1;1;1	1443075;1443415;1443628;1444044	1443332;1443551;1443937;1444962	+;+;+;+	1624	1149	1472	1516	1526	1253	1645	816	769	2166	1502	701	346	1066	313	1044	695	1607	1220	1148	848	1188	261	704	916
DDB_G0268092	1;1;1	1445229;1445455;1445778	1445375;1445687;1445868	-;-;-	471	506	591	525	434	463	265	245	168	230	203	308	59	332	137	438	152	532	257	239	208	730	143	491	491
DDB_G0268094	1;1;1	1446509;1447042;1447470	1446917;1447357;1447961	+;+;+	1217	284	228	158	122	420	396	184	232	1577	983	623	229	641	182	177	165	1447	312	307	1115	1353	408	578	768
DDB_G0268096	1;1	1448032;1449324	1449225;1449683	-;-	1554	105	132	89	92	59	93	47	36	154	104	47	27	141	53	114	64	120	75	92	74	80	28	61	95
DDB_G0268098	1;1	1450677;1452594	1452468;1452791	-;-	1990	335	1468	1693	1662	474	45	904	465	223	479	169	386	130	23	70	689	97	27	227	36	56	662	146	431
DDB_G0268100	1	1453036	1454418	-	1383	343	358	403	599	327	750	420	200	724	583	325	154	829	266	1022	465	1063	1057	651	598	800	320	339	542
DDB_G0268102	1;1	1455007;1457782	1457547;1460921	+;+	5681	218	863	704	625	960	299	635	430	789	883	187	414	543	146	310	436	459	181	470	287	530	494	373	490
DDB_G0268104	1;1;1	1461418;1461644;1461940	1461517;1461821;1463286	+;+;+	1625	8017	11447	7740	8000	10479	3299	7163	4160	10735	10889	10027	8448	5580	1232	4057	6437	5952	1516	4153	1838	7147	8043	12802	9525
DDB_G0268106	1	1463479	1463938	-	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0268108	1;1;1	1465274;1465636;1465796	1465535;1465709;1466251	+;+;+	792	11	8	13	9	1	4	1	2	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0
DDB_G0268110	1;1;1	1466256;1466579;1467715	1466505;1467643;1468026	-;-;-	1627	334	604	454	503	162	558	264	132	1485	1041	387	330	958	267	977	432	870	694	517	773	489	236	280	343
DDB_G0268112	1	1468343	1468964	+	622	102	125	108	111	160	171	91	85	142	83	50	30	126	32	56	87	103	80	70	82	191	41	55	108
DDB_G0267464	1;1	1469070;1471600	1471528;1473264	-;-	4124	184	565	422	490	180	137	176	88	360	368	67	176	115	36	114	160	116	80	236	90	127	102	119	111
DDB_G0268114	1;1	1473817;1474183	1474073;1474433	+;+	508	1103	1559	1535	1534	427	774	359	185	793	527	163	81	435	163	569	289	803	748	464	394	1054	238	452	792
DDB_G0268432	1	1475254	1478226	-	2973	30	24	35	43	64	95	60	41	119	105	47	21	72	25	80	30	112	53	62	78	66	37	55	121
DDB_G0268116	1;1	1479614;1480550	1480452;1480914	-;-	1204	390	520	362	421	635	756	498	395	1084	763	566	260	1288	345	1191	544	1498	756	701	749	1600	405	744	930
DDB_G0268118	1;1	1481334;1483416	1483331;1483750	+;+	2333	1900	2132	1820	1991	3705	4784	2478	1343	4546	3187	1897	986	4923	1618	4450	1943	6382	3682	2468	3433	12772	2681	3426	4626
DDB_G0268434	1	1485131	1485859	-	729	527	479	358	419	2034	607	1028	1190	368	332	813	527	302	102	103	140	242	167	227	123	357	166	519	456
DDB_G0268122	1	1486963	1487554	-	592	315	236	127	96	1682	2230	1990	1194	354	331	584	209	2787	1023	1731	1235	1761	1289	1289	876	914	589	1627	1223
DDB_G0268126	1;1;1	1489506;1490717;1490928	1490648;1490833;1491326	-;-;-	1659	502	463	315	359	417	766	337	383	1052	781	578	209	803	292	603	454	1030	745	596	718	1118	209	657	900
DDB_G0268438	1	1491471	1491797	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0268570	1	1492031	1493941	+	1911	353	511	389	320	23	87	46	30	1028	892	464	140	451	155	259	185	201	135	130	158	51	30	58	55
DDB_G0267422	1;1	1494427;1494726	1494646;1506056	+;+	11551	401	939	692	704	305	145	191	117	669	670	111	205	414	237	84	153	292	106	300	310	160	195	107	175
DDB_G0268442	1	1509353	1510661	+	1309	325	292	369	302	135	101	45	90	97	146	167	105	205	95	23	35	147	54	156	169	74	49	87	120
DDB_G0268130	1;1;1	1512393;1512649;1513950	1512567;1513858;1514206	+;+;+	1642	1709	1596	1300	1411	340	857	555	262	2212	1732	1511	855	1022	334	578	515	749	860	650	448	380	294	490	541
DDB_G0268444	1;1;1	1514248;1514525;1516070	1514418;1515884;1516135	-;-;-	1597	137	175	195	190	206	227	145	134	383	318	142	88	353	123	393	205	328	262	223	196	267	108	222	227
DDB_G0268132	1;1;1	1516724;1518446;1518759	1518380;1518657;1519586	+;+;+	2697	632	909	757	866	588	254	234	239	570	573	128	128	570	262	259	194	427	190	301	312	527	167	190	254
DDB_G0267402	1	1520589	1521193	+	605	24090	27770	18965	22453	55000	17409	19745	23529	17745	20859	33681	19194	33218	12186	15547	13642	34070	19429	28168	12853	20535	12620	46355	25251
DDB_G0268134	1;1;1	1521691;1522634;1522875	1522527;1522783;1526530	+;+;+	4643	194	574	506	420	598	113	343	370	311	463	103	264	181	39	102	242	182	46	136	75	234	274	143	277
DDB_G0268136	1;1	1526958;1527487	1527380;1528102	+;+	1039	0	1	0	0	253	99	125	223	0	1	1	0	1	0	0	0	0	1	0	0	27	1	6	17
DDB_G0268138	1;1	1528249;1528573	1528469;1528973	+;+	622	3054	2939	3380	3132	105	253	250	157	1276	810	501	143	286	78	239	167	153	194	142	118	238	84	284	275
DDB_G0268140	1	1529143	1531521	-	2379	17217	19847	14042	14266	3509	6537	3364	2947	21724	17870	10458	5817	20818	6566	16674	8399	14473	12177	10906	6504	6174	1879	4138	3820
DDB_G0268142	1;1	1532259;1532624	1532492;1533473	+;+	1084	4856	4181	3435	2459	371	796	501	420	3076	2323	1567	317	1190	388	1067	703	949	884	677	368	380	153	456	553
DDB_G0268144	1	1533586	1535463	-	1878	2698	2400	2146	3145	1922	1668	1523	1079	12567	16929	16363	10325	14368	5883	2029	3437	5676	1899	3964	3077	1821	2030	1336	1917
DDB_G0268146	1;1	1536630;1536951	1536860;1537772	+;+	1053	147	185	140	163	67	85	51	39	796	619	398	97	283	107	334	135	265	163	139	114	118	32	87	122
DDB_G0268148	1;1	1538303;1538629	1538533;1539435	+;+	1038	527	620	755	651	135	270	199	66	450	453	399	85	4234	2196	9789	1376	3294	3098	2265	703	458	221	429	332
DDB_G0268446	1	1540730	1542177	+	1448	319	397	468	581	103	88	110	73	248	225	233	118	112	58	79	59	132	66	108	113	82	42	103	106
DDB_G0268152	1	1542257	1544719	-	2463	74	73	68	70	11	28	7	8	77	72	14	10	20	9	16	10	21	27	17	17	9	4	7	13
DDB_G0268154	1	1545975	1546632	+	658	475	811	741	956	2615	2962	1058	1290	1318	1575	1823	491	5893	1967	3700	1492	5325	2977	2720	2308	3908	878	1822	2980
DDB_G0268448	1;1	1546946;1547381	1547253;1548258	-;-	1186	649	683	842	713	404	618	540	340	2451	1557	1778	609	847	270	834	710	782	646	510	488	585	184	772	752
DDB_G0268156	1	1548695	1550173	-	1479	413	525	537	558	550	815	405	286	1110	854	525	244	1537	421	952	502	1524	611	535	798	1151	402	394	750
DDB_G0268572	1;1	1551535;1552458	1552372;1554960	+;+	3341	4	21	13	28	62	88	64	42	3	9	0	0	19	5	21	9	27	4	10	33	37	22	6	29
DDB_G0268574	1;1	1556352;1556656	1556468;1557500	+;+	962	2977	3310	2889	3103	3591	6966	2776	2598	8482	5666	2799	1595	6706	2263	5422	3352	10147	6978	5859	4909	9816	1776	3668	6002
DDB_G0268576	1;1	1558253;1559216	1559137;1561573	+;+	3243	437	527	547	544	1103	1119	512	764	1327	810	217	197	743	275	350	275	1031	462	604	1059	2015	364	423	903
DDB_G0268578	1;1	1562687;1563060	1562732;1569023	+;+	6010	942	1651	1152	1243	692	574	613	476	1369	1491	237	530	730	430	106	227	618	209	594	882	293	218	197	369
DDB_G0267426	1;1;1;1	1569279;1570293;1570741;1571000	1570190;1570632;1570866;1571100	-;-;-;-	1479	13700	14743	14539	14738	29436	28281	26091	15261	12484	9767	8455	3687	37799	10998	62131	17296	41477	34023	22072	17130	54064	16078	29266	25278
DDB_G0268158	1;1;1	1574564;1574907;1575201	1574746;1575086;1576904	+;+;+	2067	236	251	200	224	1620	324	871	1066	11	12	9	7	26	5	11	9	21	14	24	9	81	54	40	85
DDB_G0268160	1;1	1577150;1578507	1578427;1578881	-;-	1653	17	17	22	23	146	229	92	131	16	24	24	10	70	10	43	31	75	57	110	46	116	31	101	75
DDB_G0268162	1	1580521	1582030	+	1510	348	460	302	289	1559	1254	1619	1288	851	759	418	329	711	210	469	507	748	342	539	478	1318	920	859	1239
DDB_G0267442	1;1	1582240;1583249	1583171;1583530	-;-	1214	587	713	595	697	849	923	447	406	523	491	380	179	1106	359	566	381	1597	789	651	920	1502	398	616	927
DDB_G0268164	1	1584199	1586264	+	2066	372	616	559	601	651	929	557	305	1231	951	439	190	1009	290	583	390	1157	533	490	858	1454	464	451	816
DDB_G0268450	1;1	1586565;1587055	1586946;1588451	+;+	1779	48	48	44	52	8	11	6	11	102	79	50	13	72	19	57	31	37	29	19	41	11	9	12	9
DDB_G0268452	1;1;1	1588529;1588822;1589188	1588709;1589083;1589542	-;-;-	798	749	690	631	588	484	727	239	252	1404	967	190	103	1032	410	909	493	1201	688	562	751	1176	220	277	532
DDB_G0268166	1	1590663	1591360	+	698	2	3	3	2	3	1	2	0	1	0	0	0	2	0	0	1	2	4	2	0	1	1	2	1
DDB_G0268168	1;1	1591383;1593142	1593040;1593347	-;-	1864	1106	1303	1262	1545	1077	1674	686	515	1935	1767	701	320	2456	894	1438	743	2101	1480	1334	1569	2056	522	298	628
DDB_G0268170	1;1	1593660;1594007	1593919;1594019	-;-	273	5	1	4	2	8	1	4	3	7	9	18	7	25	7	39	23	16	11	7	11	29	4	13	10
DDB_G0268454	1;1	1594579;1595011	1594914;1595054	-;-	380	120	146	191	142	120	49	59	49	463	345	403	95	396	113	252	138	236	108	76	94	164	58	89	99
DDB_G0268456	1;1	1595827;1596298	1596168;1596310	-;-	355	16	17	8	5	7	4	4	2	8	20	22	8	19	7	16	5	17	14	14	12	29	3	6	7
DDB_G0268172	1;1	1596761;1597110	1597011;1597122	-;-	264	8	2	7	9	2	3	0	1	6	2	2	0	3	0	4	0	1	0	2	1	1	0	0	0
DDB_G0268174	1;1	1597570;1597906	1597820;1597918	-;-	264	0	1	0	1	6	4	2	1	0	0	0	0	0	0	1	0	1	0	1	0	5	3	2	6
DDB_G0268458	1;1	1598476;1598878	1598729;1598890	-;-	267	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0
DDB_G0268460	1	1599584	1600147	-	564	0	1	1	3	1	3	10	7	0	3	1	0	1	1	4	0	2	2	0	0	5	2	4	4
DDB_G0268176	1;1	1600589;1600788	1600685;1602208	-;-	1518	126	274	210	220	57	32	41	23	89	90	19	17	126	45	167	53	91	61	95	27	38	25	47	32
